"REF_DATE","GEO","DGUID","Type of vehicle","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Quebec","2016A000224","Total, vehicle registrations","Number","223","units ","0","v1456778","6.1","7472239","","","","0"
"2012","Quebec","2016A000224","Total, road motor vehicle registrations","Number","223","units ","0","v1456779","6.2","4935151","","","","0"
"2012","Quebec","2016A000224","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456780","6.3","4579435","","","","0"
"2012","Quebec","2016A000224","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456781","6.4","68387","","","","0"
"2012","Quebec","2016A000224","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456782","6.5","79832","","","","0"
"2012","Quebec","2016A000224","Buses","Number","223","units ","0","v1456783","6.6","17793","","","","0"
"2012","Quebec","2016A000224","Motorcycles and mopeds","Number","223","units ","0","v1456784","6.7","189704","","","","0"
"2012","Quebec","2016A000224","Trailers","Number","223","units ","0","v1456785","6.8","1803847","","","","0"
"2012","Quebec","2016A000224","Off-road, construction, farm vehicles","Number","223","units ","0","v1456786","6.9","733241","","","","0"
"2012","Ontario","2016A000235","Total, vehicle registrations","Number","223","units ","0","v1456787","7.1","11034915","","","","0"
"2012","Ontario","2016A000235","Total, road motor vehicle registrations","Number","223","units ","0","v1456788","7.2","7985943","","","","0"
"2012","Ontario","2016A000235","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456789","7.3","7514137","","","","0"
"2012","Ontario","2016A000235","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456790","7.4","116698","","","","0"
"2012","Ontario","2016A000235","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456791","7.5","116125","","","","0"
"2012","Ontario","2016A000235","Buses","Number","223","units ","0","v1456792","7.6","29571","","","","0"
"2012","Ontario","2016A000235","Motorcycles and mopeds","Number","223","units ","0","v1456793","7.7","209412","","","","0"
"2012","Ontario","2016A000235","Trailers","Number","223","units ","0","v1456794","7.8","2397071","","","","0"
"2012","Ontario","2016A000235","Off-road, construction, farm vehicles","Number","223","units ","0","v1456795","7.9","651901","","","","0"
"2012","Manitoba","2016A000246","Total, vehicle registrations","Number","223","units ","0","v1456796","8.1","1043831","","","","0"
"2012","Manitoba","2016A000246","Total, road motor vehicle registrations","Number","223","units ","0","v1456797","8.2","801262","","","","0"
"2012","Manitoba","2016A000246","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456798","8.3","737271","","","","0"
"2012","Manitoba","2016A000246","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456799","8.4","17414","","","","0"
"2012","Manitoba","2016A000246","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456800","8.5","26206","","","","0"
"2012","Manitoba","2016A000246","Buses","Number","223","units ","0","v1456801","8.6","3994","","","","0"
"2012","Manitoba","2016A000246","Motorcycles and mopeds","Number","223","units ","0","v1456802","8.7","16377","","","","0"
"2012","Manitoba","2016A000246","Trailers","Number","223","units ","0","v1456803","8.8","171750","","","","0"
"2012","Manitoba","2016A000246","Off-road, construction, farm vehicles","Number","223","units ","0","v1456804","8.9","70819","","","","0"
"2012","Saskatchewan","2016A000247","Total, vehicle registrations","Number","223","units ","0","v1456805","9.1","1074722","","","","0"
"2012","Saskatchewan","2016A000247","Total, road motor vehicle registrations","Number","223","units ","0","v1456806","9.2","865527","","","","0"
"2012","Saskatchewan","2016A000247","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456807","9.3","766017","","","","0"
"2012","Saskatchewan","2016A000247","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456808","9.4","45916","","","","0"
"2012","Saskatchewan","2016A000247","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456809","9.5","36944","","","","0"
"2012","Saskatchewan","2016A000247","Buses","Number","223","units ","0","v1456810","9.6","3851","","","","0"
"2012","Saskatchewan","2016A000247","Motorcycles and mopeds","Number","223","units ","0","v1456811","9.7","12799","","","","0"
"2012","Saskatchewan","2016A000247","Trailers","Number","223","units ","0","v1456812","9.8","202712","","","","0"
"2012","Saskatchewan","2016A000247","Off-road, construction, farm vehicles","Number","223","units ","0","v1456813","9.9","6483","","","","0"
"2012","Alberta","2016A000248","Total, vehicle registrations","Number","223","units ","0","v1456814","10.1","4569680","","","","0"
"2012","Alberta","2016A000248","Total, road motor vehicle registrations","Number","223","units ","0","v1456815","10.2","3176106","","","","0"
"2012","Alberta","2016A000248","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456816","10.3","2789795","","","","0"
"2012","Alberta","2016A000248","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456817","10.4","157537","","","","0"
"2012","Alberta","2016A000248","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456818","10.5","101171","","","","0"
"2012","Alberta","2016A000248","Buses","Number","223","units ","0","v1456819","10.6","15348","","","","0"
"2012","Alberta","2016A000248","Motorcycles and mopeds","Number","223","units ","0","v1456820","10.7","112255","","","","0"
"2012","Alberta","2016A000248","Trailers","Number","223","units ","0","v1456821","10.8","1207905","","","","0"
"2012","Alberta","2016A000248","Off-road, construction, farm vehicles","Number","223","units ","0","v1456822","10.9","185669","","","","0"
"2012","British Columbia","2016A000259","Total, vehicle registrations","Number","223","units ","0","v1456823","11.1","3325267","","","","0"
"2012","British Columbia","2016A000259","Total, road motor vehicle registrations","Number","223","units ","0","v1456824","11.2","2906451","","","","0"
"2012","British Columbia","2016A000259","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456825","11.3","2702059","","","","0"
"2012","British Columbia","2016A000259","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456826","11.4","96965","","","","0"
"2012","British Columbia","2016A000259","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456827","11.5","38475","","","","0"
"2012","British Columbia","2016A000259","Buses","Number","223","units ","0","v1456828","11.6","9713","","","","0"
"2012","British Columbia","2016A000259","Motorcycles and mopeds","Number","223","units ","0","v1456829","11.7","59239","","","","0"
"2012","British Columbia","2016A000259","Trailers","Number","223","units ","0","v1456830","11.8","399666","","","","0"
"2012","British Columbia","2016A000259","Off-road, construction, farm vehicles","Number","223","units ","0","v1456831","11.9","19150","","","","0"
"2012","Yukon","2016A000260","Total, vehicle registrations","Number","223","units ","0","v1456832","12.1","50758","","","","0"
"2012","Yukon","2016A000260","Total, road motor vehicle registrations","Number","223","units ","0","v1456833","12.2","36270","","","","0"
"2012","Yukon","2016A000260","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456834","12.3","30381","","","","0"
"2012","Yukon","2016A000260","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456835","12.4","2815","","","","0"
"2012","Yukon","2016A000260","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456836","12.5","1717","","","","0"
"2012","Yukon","2016A000260","Buses","Number","223","units ","0","v1456837","12.6","331","","","","0"
"2012","Yukon","2016A000260","Motorcycles and mopeds","Number","223","units ","0","v1456838","12.7","1026","","","","0"
"2012","Yukon","2016A000260","Trailers","Number","223","units ","0","v1456839","12.8","13112","","","","0"
"2012","Yukon","2016A000260","Off-road, construction, farm vehicles","Number","223","units ","0","v1456840","12.9","1376","","","","0"
"2012","Northwest Territories","2016A000261","Total, vehicle registrations","Number","223","units ","0","v1456841","13.1","32568","","","","0"
"2012","Northwest Territories","2016A000261","Total, road motor vehicle registrations","Number","223","units ","0","v1456842","13.2","25988","","","","0"
"2012","Northwest Territories","2016A000261","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456843","13.3","22451","","","","0"
"2012","Northwest Territories","2016A000261","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456844","13.4","1682","","","","0"
"2012","Northwest Territories","2016A000261","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456845","13.5","896","","","","0"
"2012","Northwest Territories","2016A000261","Buses","Number","223","units ","0","v1456846","13.6","106","","","","0"
"2012","Northwest Territories","2016A000261","Motorcycles and mopeds","Number","223","units ","0","v1456847","13.7","853","","","","0"
"2012","Northwest Territories","2016A000261","Trailers","Number","223","units ","0","v1456848","13.8","5050","","","","0"
"2012","Northwest Territories","2016A000261","Off-road, construction, farm vehicles","Number","223","units ","0","v1456849","13.9","1530","","","","0"
"2012","Nunavut","2016A000262","Total, vehicle registrations","Number","223","units ","0","v1456850","14.1","6015","","","","0"
"2012","Nunavut","2016A000262","Total, road motor vehicle registrations","Number","223","units ","0","v1456851","14.2","4786","","","","0"
"2012","Nunavut","2016A000262","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456852","14.3","4092","","","","0"
"2012","Nunavut","2016A000262","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456853","14.4","262","","","","0"
"2012","Nunavut","2016A000262","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456854","14.5","327","","","","0"
"2012","Nunavut","2016A000262","Buses","Number","223","units ","0","v1456855","14.6","33","","","","0"
"2012","Nunavut","2016A000262","Motorcycles and mopeds","Number","223","units ","0","v1456856","14.7","72","","","","0"
"2012","Nunavut","2016A000262","Trailers","Number","223","units ","0","v1456857","14.8","139","","","","0"
"2012","Nunavut","2016A000262","Off-road, construction, farm vehicles","Number","223","units ","0","v1456858","14.9","1090","","","","0"
"2013","Canada","2016A000011124","Total, vehicle registrations","Number","223","units ","0","v1456733","1.1","31718809","","","","0"
"2013","Canada","2016A000011124","Total, road motor vehicle registrations","Number","223","units ","0","v1456734","1.2","23006222","","","","0"
"2013","Canada","2016A000011124","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456735","1.3","21261660","","","","0"
"2013","Canada","2016A000011124","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456736","1.4","550572","","","","0"
"2013","Canada","2016A000011124","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456737","1.5","432684","","","","0"
"2013","Canada","2016A000011124","Buses","Number","223","units ","0","v1456738","1.6","88878","","","","0"
"2013","Canada","2016A000011124","Motorcycles and mopeds","Number","223","units ","0","v1456739","1.7","672428","","","","0"
"2013","Canada","2016A000011124","Trailers","Number","223","units ","0","v1456740","1.8","6686145","","","","0"
"2013","Canada","2016A000011124","Off-road, construction, farm vehicles","Number","223","units ","0","v1456741","1.9","2026442","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Total, vehicle registrations","Number","223","units ","0","v1456742","2.1","628651","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Total, road motor vehicle registrations","Number","223","units ","0","v1456743","2.2","369264","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456744","2.3","341745","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456745","2.4","6274","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456746","2.5","5115","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Buses","Number","223","units ","0","v1456747","2.6","1370","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Motorcycles and mopeds","Number","223","units ","0","v1456748","2.7","14760","","","","0"
